,additional_underlyings,cfi,contract_tye,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
6423,,OCASPS,call,,american,2023-01-06,BATO,100,1.0,O:PLTR230106C00001000,PLTR
6424,,OCASPS,call,,american,2023-01-06,BATO,100,2.0,O:PLTR230106C00002000,PLTR
6676,,OPASPS,put,,american,2023-09-08,BATO,100,5.0,O:PLTR230908P00005000,PLTR
6677,,OPASPS,put,,american,2023-09-08,BATO,100,6.0,O:PLTR230908P00006000,PLTR
6678,,OPASPS,put,,american,2023-09-08,BATO,100,7.0,O:PLTR230908P00007000,PLTR
6679,,OPASPS,put,,american,2023-09-08,BATO,100,7.5,O:PLTR230908P00007500,PLTR
6680,,OPASPS,put,,american,2023-09-08,BATO,100,8.0,O:PLTR230908P00008000,PLTR
6681,,OPASPS,put,,american,2023-09-08,BATO,100,9.0,O:PLTR230908P00009000,PLTR
6682,,OPASPS,put,,american,2023-09-08,BATO,100,9.5,O:PLTR230908P00009500,PLTR
6683,,OPASPS,put,,american,2023-09-08,BATO,100,10.0,O:PLTR230908P00010000,PLTR
6684,,OPASPS,put,,american,2023-09-08,BATO,100,10.5,O:PLTR230908P00010500,PLTR
6685,,OPASPS,put,,american,2023-09-08,BATO,100,11.0,O:PLTR230908P00011000,PLTR
6686,,OPASPS,put,,american,2023-09-08,BATO,100,11.5,O:PLTR230908P00011500,PLTR
6687,,OPASPS,put,,american,2023-09-08,BATO,100,12.0,O:PLTR230908P00012000,PLTR
6688,,OPASPS,put,,american,2023-09-08,BATO,100,12.5,O:PLTR230908P00012500,PLTR
6689,,OPASPS,put,,american,2023-09-08,BATO,100,13.0,O:PLTR230908P00013000,PLTR
6690,,OPASPS,put,,american,2023-09-08,BATO,100,13.5,O:PLTR230908P00013500,PLTR
6691,,OPASPS,put,,american,2023-09-08,BATO,100,14.0,O:PLTR230908P00014000,PLTR
6692,,OPASPS,put,,american,2023-09-08,BATO,100,14.5,O:PLTR230908P00014500,PLTR
6693,,OPASPS,put,,american,2023-09-08,BATO,100,15.0,O:PLTR230908P00015000,PLTR
6694,,OPASPS,put,,american,2023-09-08,BATO,100,15.5,O:PLTR230908P00015500,PLTR
6695,,OPASPS,put,,american,2023-09-08,BATO,100,16.0,O:PLTR230908P00016000,PLTR
6696,,OPASPS,put,,american,2023-09-08,BATO,100,16.5,O:PLTR230908P00016500,PLTR
6697,,OPASPS,put,,american,2023-09-08,BATO,100,17.0,O:PLTR230908P00017000,PLTR
6698,,OPASPS,put,,american,2023-09-08,BATO,100,17.5,O:PLTR230908P00017500,PLTR
6699,,OPASPS,put,,american,2023-09-08,BATO,100,18.0,O:PLTR230908P00018000,PLTR
6700,,OPASPS,put,,american,2023-09-08,BATO,100,18.5,O:PLTR230908P00018500,PLTR
6701,,OPASPS,put,,american,2023-09-08,BATO,100,19.0,O:PLTR230908P00019000,PLTR
6702,,OPASPS,put,,american,2023-09-08,BATO,100,19.5,O:PLTR230908P00019500,PLTR
6703,,OPASPS,put,,american,2023-09-08,BATO,100,20.0,O:PLTR230908P00020000,PLTR
6704,,OPASPS,put,,american,2023-09-08,BATO,100,20.5,O:PLTR230908P00020500,PLTR
6705,,OPASPS,put,,american,2023-09-08,BATO,100,21.0,O:PLTR230908P00021000,PLTR
6706,,OPASPS,put,,american,2023-09-08,BATO,100,21.5,O:PLTR230908P00021500,PLTR
6707,,OPASPS,put,,american,2023-09-08,BATO,100,22.0,O:PLTR230908P00022000,PLTR
6708,,OPASPS,put,,american,2023-09-08,BATO,100,22.5,O:PLTR230908P00022500,PLTR
6709,,OPASPS,put,,american,2023-09-08,BATO,100,23.0,O:PLTR230908P00023000,PLTR
6710,,OPASPS,put,,american,2023-09-08,BATO,100,23.5,O:PLTR230908P00023500,PLTR
6711,,OPASPS,put,,american,2023-09-08,BATO,100,24.0,O:PLTR230908P00024000,PLTR
6712,,OPASPS,put,,american,2023-09-08,BATO,100,24.5,O:PLTR230908P00024500,PLTR
6713,,OPASPS,put,,american,2023-09-08,BATO,100,25.0,O:PLTR230908P00025000,PLTR
6714,,OPASPS,put,,american,2023-09-08,BATO,100,25.5,O:PLTR230908P00025500,PLTR
6715,,OPASPS,put,,american,2023-09-08,BATO,100,26.0,O:PLTR230908P00026000,PLTR
6716,,OPASPS,put,,american,2023-09-08,BATO,100,26.5,O:PLTR230908P00026500,PLTR
6717,,OPASPS,put,,american,2023-09-08,BATO,100,27.0,O:PLTR230908P00027000,PLTR
6718,,OPASPS,put,,american,2023-09-08,BATO,100,27.5,O:PLTR230908P00027500,PLTR
6719,,OPASPS,put,,american,2023-09-08,BATO,100,28.0,O:PLTR230908P00028000,PLTR
6720,,OPASPS,put,,american,2023-09-08,BATO,100,28.5,O:PLTR230908P00028500,PLTR
6721,,OPASPS,put,,american,2023-09-08,BATO,100,29.0,O:PLTR230908P00029000,PLTR
6722,,OPASPS,put,,american,2023-09-08,BATO,100,30.0,O:PLTR230908P00030000,PLTR
6723,,OPASPS,put,,american,2023-09-08,BATO,100,31.0,O:PLTR230908P00031000,PLTR
6724,,OPASPS,put,,american,2023-09-08,BATO,100,32.0,O:PLTR230908P00032000,PLTR
6725,,OPASPS,put,,american,2023-09-08,BATO,100,33.0,O:PLTR230908P00033000,PLTR
6726,,OPASPS,put,,american,2023-09-08,BATO,100,34.0,O:PLTR230908P00034000,PLTR
6727,,OPASPS,put,,american,2023-09-08,BATO,100,35.0,O:PLTR230908P00035000,PLTR
6728,,OPASPS,put,,american,2023-09-15,BATO,100,3.0,O:PLTR230915P00003000,PLTR
6729,,OPASPS,put,,american,2023-09-15,BATO,100,5.0,O:PLTR230915P00005000,PLTR
6730,,OPASPS,put,,american,2023-09-15,BATO,100,6.0,O:PLTR230915P00006000,PLTR
6731,,OPASPS,put,,american,2023-09-15,BATO,100,7.0,O:PLTR230915P00007000,PLTR
6732,,OPASPS,put,,american,2023-09-15,BATO,100,8.0,O:PLTR230915P00008000,PLTR
6733,,OPASPS,put,,american,2023-09-15,BATO,100,9.0,O:PLTR230915P00009000,PLTR
6734,,OPASPS,put,,american,2023-09-15,BATO,100,9.5,O:PLTR230915P00009500,PLTR
6735,,OPASPS,put,,american,2023-09-15,BATO,100,10.0,O:PLTR230915P00010000,PLTR
6736,,OPASPS,put,,american,2023-09-15,BATO,100,10.5,O:PLTR230915P00010500,PLTR
6737,,OPASPS,put,,american,2023-09-15,BATO,100,11.0,O:PLTR230915P00011000,PLTR
6738,,OPASPS,put,,american,2023-09-15,BATO,100,11.5,O:PLTR230915P00011500,PLTR
6739,,OPASPS,put,,american,2023-09-15,BATO,100,12.0,O:PLTR230915P00012000,PLTR
6740,,OPASPS,put,,american,2023-09-15,BATO,100,12.5,O:PLTR230915P00012500,PLTR
6741,,OPASPS,put,,american,2023-09-15,BATO,100,13.0,O:PLTR230915P00013000,PLTR
6742,,OPASPS,put,,american,2023-09-15,BATO,100,13.5,O:PLTR230915P00013500,PLTR
6743,,OPASPS,put,,american,2023-09-15,BATO,100,14.0,O:PLTR230915P00014000,PLTR
6744,,OPASPS,put,,american,2023-09-15,BATO,100,14.5,O:PLTR230915P00014500,PLTR
6745,,OPASPS,put,,american,2023-09-15,BATO,100,15.0,O:PLTR230915P00015000,PLTR
6746,,OPASPS,put,,american,2023-09-15,BATO,100,15.5,O:PLTR230915P00015500,PLTR
6747,,OPASPS,put,,american,2023-09-15,BATO,100,16.0,O:PLTR230915P00016000,PLTR
6748,,OPASPS,put,,american,2023-09-15,BATO,100,16.5,O:PLTR230915P00016500,PLTR
6749,,OPASPS,put,,american,2023-09-15,BATO,100,17.0,O:PLTR230915P00017000,PLTR
6750,,OPASPS,put,,american,2023-09-15,BATO,100,17.5,O:PLTR230915P00017500,PLTR
6751,,OPASPS,put,,american,2023-09-15,BATO,100,18.0,O:PLTR230915P00018000,PLTR
6752,,OPASPS,put,,american,2023-09-15,BATO,100,18.5,O:PLTR230915P00018500,PLTR
6753,,OPASPS,put,,american,2023-09-15,BATO,100,19.0,O:PLTR230915P00019000,PLTR
6754,,OPASPS,put,,american,2023-09-15,BATO,100,19.5,O:PLTR230915P00019500,PLTR
6755,,OPASPS,put,,american,2023-09-15,BATO,100,20.0,O:PLTR230915P00020000,PLTR
6756,,OPASPS,put,,american,2023-09-15,BATO,100,20.5,O:PLTR230915P00020500,PLTR
6757,,OPASPS,put,,american,2023-09-15,BATO,100,21.0,O:PLTR230915P00021000,PLTR
6758,,OPASPS,put,,american,2023-09-15,BATO,100,22.0,O:PLTR230915P00022000,PLTR
6759,,OPASPS,put,,american,2023-09-15,BATO,100,23.0,O:PLTR230915P00023000,PLTR
6760,,OPASPS,put,,american,2023-09-15,BATO,100,24.0,O:PLTR230915P00024000,PLTR
6761,,OPASPS,put,,american,2023-09-15,BATO,100,25.0,O:PLTR230915P00025000,PLTR
6762,,OPASPS,put,,american,2023-09-15,BATO,100,26.0,O:PLTR230915P00026000,PLTR
6763,,OPASPS,put,,american,2023-09-15,BATO,100,27.0,O:PLTR230915P00027000,PLTR
6764,,OPASPS,put,,american,2023-09-15,BATO,100,28.0,O:PLTR230915P00028000,PLTR
6765,,OPASPS,put,,american,2023-09-15,BATO,100,29.0,O:PLTR230915P00029000,PLTR
6766,,OPASPS,put,,american,2023-09-15,BATO,100,30.0,O:PLTR230915P00030000,PLTR
6767,,OPASPS,put,,american,2023-09-15,BATO,100,31.0,O:PLTR230915P00031000,PLTR
6768,,OPASPS,put,,american,2023-09-15,BATO,100,32.0,O:PLTR230915P00032000,PLTR
6769,,OPASPS,put,,american,2023-09-15,BATO,100,33.0,O:PLTR230915P00033000,PLTR
6770,,OPASPS,put,,american,2023-09-15,BATO,100,34.0,O:PLTR230915P00034000,PLTR
6771,,OPASPS,put,,american,2023-09-15,BATO,100,35.0,O:PLTR230915P00035000,PLTR
6772,,OPASPS,put,,american,2023-09-15,BATO,100,36.0,O:PLTR230915P00036000,PLTR
6773,,OPASPS,put,,american,2023-09-15,BATO,100,37.0,O:PLTR230915P00037000,PLTR
6774,,OPASPS,put,,american,2023-09-15,BATO,100,38.0,O:PLTR230915P00038000,PLTR
6775,,OPASPS,put,,american,2023-09-15,BATO,100,39.0,O:PLTR230915P00039000,PLTR
6776,,OPASPS,put,,american,2023-09-15,BATO,100,40.0,O:PLTR230915P00040000,PLTR
6777,,OPASPS,put,,american,2023-09-22,BATO,100,5.0,O:PLTR230922P00005000,PLTR
6778,,OPASPS,put,,american,2023-09-22,BATO,100,7.0,O:PLTR230922P00007000,PLTR
6779,,OPASPS,put,,american,2023-09-22,BATO,100,8.0,O:PLTR230922P00008000,PLTR
6780,,OPASPS,put,,american,2023-09-22,BATO,100,9.0,O:PLTR230922P00009000,PLTR
6781,,OPASPS,put,,american,2023-09-22,BATO,100,9.5,O:PLTR230922P00009500,PLTR
6782,,OPASPS,put,,american,2023-09-22,BATO,100,10.0,O:PLTR230922P00010000,PLTR
6783,,OPASPS,put,,american,2023-09-22,BATO,100,10.5,O:PLTR230922P00010500,PLTR
6784,,OPASPS,put,,american,2023-09-22,BATO,100,11.0,O:PLTR230922P00011000,PLTR
6785,,OPASPS,put,,american,2023-09-22,BATO,100,11.5,O:PLTR230922P00011500,PLTR
6786,,OPASPS,put,,american,2023-09-22,BATO,100,12.0,O:PLTR230922P00012000,PLTR
6787,,OPASPS,put,,american,2023-09-22,BATO,100,12.5,O:PLTR230922P00012500,PLTR
6788,,OPASPS,put,,american,2023-09-22,BATO,100,13.0,O:PLTR230922P00013000,PLTR
6789,,OPASPS,put,,american,2023-09-22,BATO,100,13.5,O:PLTR230922P00013500,PLTR
6790,,OPASPS,put,,american,2023-09-22,BATO,100,14.0,O:PLTR230922P00014000,PLTR
6791,,OPASPS,put,,american,2023-09-22,BATO,100,14.5,O:PLTR230922P00014500,PLTR
6792,,OPASPS,put,,american,2023-09-22,BATO,100,15.0,O:PLTR230922P00015000,PLTR
6793,,OPASPS,put,,american,2023-09-22,BATO,100,15.5,O:PLTR230922P00015500,PLTR
6794,,OPASPS,put,,american,2023-09-22,BATO,100,16.0,O:PLTR230922P00016000,PLTR
6795,,OPASPS,put,,american,2023-09-22,BATO,100,16.5,O:PLTR230922P00016500,PLTR
6796,,OPASPS,put,,american,2023-09-22,BATO,100,17.0,O:PLTR230922P00017000,PLTR
6797,,OPASPS,put,,american,2023-09-22,BATO,100,17.5,O:PLTR230922P00017500,PLTR
6798,,OPASPS,put,,american,2023-09-22,BATO,100,18.0,O:PLTR230922P00018000,PLTR
6799,,OPASPS,put,,american,2023-09-22,BATO,100,18.5,O:PLTR230922P00018500,PLTR
6800,,OPASPS,put,,american,2023-09-22,BATO,100,19.0,O:PLTR230922P00019000,PLTR
6801,,OPASPS,put,,american,2023-09-22,BATO,100,19.5,O:PLTR230922P00019500,PLTR
6802,,OPASPS,put,,american,2023-09-22,BATO,100,20.0,O:PLTR230922P00020000,PLTR
6803,,OPASPS,put,,american,2023-09-22,BATO,100,20.5,O:PLTR230922P00020500,PLTR
6804,,OPASPS,put,,american,2023-09-22,BATO,100,21.0,O:PLTR230922P00021000,PLTR
6805,,OPASPS,put,,american,2023-09-22,BATO,100,21.5,O:PLTR230922P00021500,PLTR
6806,,OPASPS,put,,american,2023-09-22,BATO,100,22.0,O:PLTR230922P00022000,PLTR
6807,,OPASPS,put,,american,2023-09-22,BATO,100,22.5,O:PLTR230922P00022500,PLTR
6808,,OPASPS,put,,american,2023-09-22,BATO,100,23.0,O:PLTR230922P00023000,PLTR
6809,,OPASPS,put,,american,2023-09-22,BATO,100,23.5,O:PLTR230922P00023500,PLTR
6810,,OPASPS,put,,american,2023-09-22,BATO,100,24.0,O:PLTR230922P00024000,PLTR
6811,,OPASPS,put,,american,2023-09-22,BATO,100,24.5,O:PLTR230922P00024500,PLTR
6812,,OPASPS,put,,american,2023-09-22,BATO,100,25.0,O:PLTR230922P00025000,PLTR
6813,,OPASPS,put,,american,2023-09-22,BATO,100,26.0,O:PLTR230922P00026000,PLTR
6814,,OPASPS,put,,american,2023-09-22,BATO,100,27.0,O:PLTR230922P00027000,PLTR
6815,,OPASPS,put,,american,2023-09-22,BATO,100,28.0,O:PLTR230922P00028000,PLTR
6816,,OPASPS,put,,american,2023-09-22,BATO,100,29.0,O:PLTR230922P00029000,PLTR
6817,,OPASPS,put,,american,2023-09-22,BATO,100,30.0,O:PLTR230922P00030000,PLTR
6818,,OPASPS,put,,american,2023-09-22,BATO,100,31.0,O:PLTR230922P00031000,PLTR
6819,,OPASPS,put,,american,2023-09-22,BATO,100,35.0,O:PLTR230922P00035000,PLTR
6820,,OPASPS,put,,american,2023-09-29,BATO,100,5.0,O:PLTR230929P00005000,PLTR
6821,,OPASPS,put,,american,2023-09-29,BATO,100,7.0,O:PLTR230929P00007000,PLTR
6822,,OPASPS,put,,american,2023-09-29,BATO,100,8.0,O:PLTR230929P00008000,PLTR
6823,,OPASPS,put,,american,2023-09-29,BATO,100,9.0,O:PLTR230929P00009000,PLTR
6824,,OPASPS,put,,american,2023-09-29,BATO,100,10.0,O:PLTR230929P00010000,PLTR
6825,,OPASPS,put,,american,2023-09-29,BATO,100,10.5,O:PLTR230929P00010500,PLTR
6826,,OPASPS,put,,american,2023-09-29,BATO,100,11.0,O:PLTR230929P00011000,PLTR
6827,,OPASPS,put,,american,2023-09-29,BATO,100,11.5,O:PLTR230929P00011500,PLTR
6828,,OPASPS,put,,american,2023-09-29,BATO,100,12.0,O:PLTR230929P00012000,PLTR
6829,,OPASPS,put,,american,2023-09-29,BATO,100,12.5,O:PLTR230929P00012500,PLTR
6830,,OPASPS,put,,american,2023-09-29,BATO,100,13.0,O:PLTR230929P00013000,PLTR
6831,,OPASPS,put,,american,2023-09-29,BATO,100,13.5,O:PLTR230929P00013500,PLTR
6832,,OPASPS,put,,american,2023-09-29,BATO,100,14.0,O:PLTR230929P00014000,PLTR
6833,,OPASPS,put,,american,2023-09-29,BATO,100,14.5,O:PLTR230929P00014500,PLTR
6834,,OPASPS,put,,american,2023-09-29,BATO,100,15.0,O:PLTR230929P00015000,PLTR
6835,,OPASPS,put,,american,2023-09-29,BATO,100,15.5,O:PLTR230929P00015500,PLTR
6836,,OPASPS,put,,american,2023-09-29,BATO,100,16.0,O:PLTR230929P00016000,PLTR
6837,,OPASPS,put,,american,2023-09-29,BATO,100,16.5,O:PLTR230929P00016500,PLTR
6838,,OPASPS,put,,american,2023-09-29,BATO,100,17.0,O:PLTR230929P00017000,PLTR
6839,,OPASPS,put,,american,2023-09-29,BATO,100,17.5,O:PLTR230929P00017500,PLTR
6840,,OPASPS,put,,american,2023-09-29,BATO,100,18.0,O:PLTR230929P00018000,PLTR
6841,,OPASPS,put,,american,2023-09-29,BATO,100,18.5,O:PLTR230929P00018500,PLTR
6842,,OPASPS,put,,american,2023-09-29,BATO,100,19.0,O:PLTR230929P00019000,PLTR
6843,,OPASPS,put,,american,2023-09-29,BATO,100,19.5,O:PLTR230929P00019500,PLTR
6844,,OPASPS,put,,american,2023-09-29,BATO,100,20.0,O:PLTR230929P00020000,PLTR
6845,,OPASPS,put,,american,2023-09-29,BATO,100,20.5,O:PLTR230929P00020500,PLTR
6846,,OPASPS,put,,american,2023-09-29,BATO,100,21.0,O:PLTR230929P00021000,PLTR
6847,,OPASPS,put,,american,2023-09-29,BATO,100,21.5,O:PLTR230929P00021500,PLTR
6848,,OPASPS,put,,american,2023-09-29,BATO,100,22.0,O:PLTR230929P00022000,PLTR
6849,,OPASPS,put,,american,2023-09-29,BATO,100,23.0,O:PLTR230929P00023000,PLTR
6850,,OPASPS,put,,american,2023-09-29,BATO,100,24.0,O:PLTR230929P00024000,PLTR
6851,,OPASPS,put,,american,2023-09-29,BATO,100,25.0,O:PLTR230929P00025000,PLTR
6852,,OPASPS,put,,american,2023-09-29,BATO,100,26.0,O:PLTR230929P00026000,PLTR
6853,,OPASPS,put,,american,2023-09-29,BATO,100,27.0,O:PLTR230929P00027000,PLTR
6854,,OPASPS,put,,american,2023-09-29,BATO,100,28.0,O:PLTR230929P00028000,PLTR
6855,,OPASPS,put,,american,2023-09-29,BATO,100,29.0,O:PLTR230929P00029000,PLTR
6856,,OPASPS,put,,american,2023-09-29,BATO,100,30.0,O:PLTR230929P00030000,PLTR
6857,,OPASPS,put,,american,2023-10-06,BATO,100,5.0,O:PLTR231006P00005000,PLTR
6858,,OPASPS,put,,american,2023-10-06,BATO,100,7.0,O:PLTR231006P00007000,PLTR
6859,,OPASPS,put,,american,2023-10-06,BATO,100,8.0,O:PLTR231006P00008000,PLTR
6860,,OPASPS,put,,american,2023-10-06,BATO,100,9.0,O:PLTR231006P00009000,PLTR
6861,,OPASPS,put,,american,2023-10-06,BATO,100,10.0,O:PLTR231006P00010000,PLTR
6862,,OPASPS,put,,american,2023-10-06,BATO,100,10.5,O:PLTR231006P00010500,PLTR
6863,,OPASPS,put,,american,2023-10-06,BATO,100,11.0,O:PLTR231006P00011000,PLTR
6864,,OPASPS,put,,american,2023-10-06,BATO,100,11.5,O:PLTR231006P00011500,PLTR
6865,,OPASPS,put,,american,2023-10-06,BATO,100,12.0,O:PLTR231006P00012000,PLTR
6866,,OPASPS,put,,american,2023-10-06,BATO,100,12.5,O:PLTR231006P00012500,PLTR
6867,,OPASPS,put,,american,2023-10-06,BATO,100,13.0,O:PLTR231006P00013000,PLTR
6868,,OPASPS,put,,american,2023-10-06,BATO,100,13.5,O:PLTR231006P00013500,PLTR
6869,,OPASPS,put,,american,2023-10-06,BATO,100,14.0,O:PLTR231006P00014000,PLTR
6870,,OPASPS,put,,american,2023-10-06,BATO,100,14.5,O:PLTR231006P00014500,PLTR
6871,,OPASPS,put,,american,2023-10-06,BATO,100,15.0,O:PLTR231006P00015000,PLTR
6872,,OPASPS,put,,american,2023-10-06,BATO,100,15.5,O:PLTR231006P00015500,PLTR
6873,,OPASPS,put,,american,2023-10-06,BATO,100,16.0,O:PLTR231006P00016000,PLTR
6874,,OPASPS,put,,american,2023-10-06,BATO,100,16.5,O:PLTR231006P00016500,PLTR
6875,,OPASPS,put,,american,2023-10-06,BATO,100,17.0,O:PLTR231006P00017000,PLTR
6876,,OPASPS,put,,american,2023-10-06,BATO,100,17.5,O:PLTR231006P00017500,PLTR
6877,,OPASPS,put,,american,2023-10-06,BATO,100,18.0,O:PLTR231006P00018000,PLTR
6878,,OPASPS,put,,american,2023-10-06,BATO,100,18.5,O:PLTR231006P00018500,PLTR
6879,,OPASPS,put,,american,2023-10-06,BATO,100,19.0,O:PLTR231006P00019000,PLTR
6880,,OPASPS,put,,american,2023-10-06,BATO,100,19.5,O:PLTR231006P00019500,PLTR
6881,,OPASPS,put,,american,2023-10-06,BATO,100,20.0,O:PLTR231006P00020000,PLTR
6882,,OPASPS,put,,american,2023-10-06,BATO,100,20.5,O:PLTR231006P00020500,PLTR
6883,,OPASPS,put,,american,2023-10-06,BATO,100,21.0,O:PLTR231006P00021000,PLTR
6884,,OPASPS,put,,american,2023-10-06,BATO,100,22.0,O:PLTR231006P00022000,PLTR
6885,,OPASPS,put,,american,2023-10-06,BATO,100,22.5,O:PLTR231006P00022500,PLTR
6886,,OPASPS,put,,american,2023-10-06,BATO,100,23.0,O:PLTR231006P00023000,PLTR
6887,,OPASPS,put,,american,2023-10-06,BATO,100,24.0,O:PLTR231006P00024000,PLTR
6888,,OPASPS,put,,american,2023-10-06,BATO,100,25.0,O:PLTR231006P00025000,PLTR
6889,,OPASPS,put,,american,2023-10-06,BATO,100,26.0,O:PLTR231006P00026000,PLTR
6890,,OPASPS,put,,american,2023-10-06,BATO,100,27.0,O:PLTR231006P00027000,PLTR
6891,,OPASPS,put,,american,2023-10-06,BATO,100,28.0,O:PLTR231006P00028000,PLTR
6892,,OPASPS,put,,american,2023-10-06,BATO,100,29.0,O:PLTR231006P00029000,PLTR
6893,,OPASPS,put,,american,2023-10-06,BATO,100,30.0,O:PLTR231006P00030000,PLTR
6894,,OPASPS,put,,american,2023-10-13,BATO,100,5.0,O:PLTR231013P00005000,PLTR
6895,,OPASPS,put,,american,2023-10-13,BATO,100,7.0,O:PLTR231013P00007000,PLTR
6896,,OPASPS,put,,american,2023-10-13,BATO,100,8.0,O:PLTR231013P00008000,PLTR
6897,,OPASPS,put,,american,2023-10-13,BATO,100,9.0,O:PLTR231013P00009000,PLTR
6898,,OPASPS,put,,american,2023-10-13,BATO,100,10.0,O:PLTR231013P00010000,PLTR
6899,,OPASPS,put,,american,2023-10-13,BATO,100,11.0,O:PLTR231013P00011000,PLTR
6900,,OPASPS,put,,american,2023-10-13,BATO,100,11.5,O:PLTR231013P00011500,PLTR
6901,,OPASPS,put,,american,2023-10-13,BATO,100,12.0,O:PLTR231013P00012000,PLTR
6902,,OPASPS,put,,american,2023-10-13,BATO,100,12.5,O:PLTR231013P00012500,PLTR
6903,,OPASPS,put,,american,2023-10-13,BATO,100,13.0,O:PLTR231013P00013000,PLTR
6904,,OPASPS,put,,american,2023-10-13,BATO,100,13.5,O:PLTR231013P00013500,PLTR
6905,,OPASPS,put,,american,2023-10-13,BATO,100,14.0,O:PLTR231013P00014000,PLTR
6906,,OPASPS,put,,american,2023-10-13,BATO,100,14.5,O:PLTR231013P00014500,PLTR
6907,,OPASPS,put,,american,2023-10-13,BATO,100,15.0,O:PLTR231013P00015000,PLTR
6908,,OPASPS,put,,american,2023-10-13,BATO,100,15.5,O:PLTR231013P00015500,PLTR
6909,,OPASPS,put,,american,2023-10-13,BATO,100,16.0,O:PLTR231013P00016000,PLTR
6910,,OPASPS,put,,american,2023-10-13,BATO,100,16.5,O:PLTR231013P00016500,PLTR
6911,,OPASPS,put,,american,2023-10-13,BATO,100,17.0,O:PLTR231013P00017000,PLTR
6912,,OPASPS,put,,american,2023-10-13,BATO,100,17.5,O:PLTR231013P00017500,PLTR
6913,,OPASPS,put,,american,2023-10-13,BATO,100,18.0,O:PLTR231013P00018000,PLTR
6914,,OPASPS,put,,american,2023-10-13,BATO,100,18.5,O:PLTR231013P00018500,PLTR
6915,,OPASPS,put,,american,2023-10-13,BATO,100,19.0,O:PLTR231013P00019000,PLTR
